achievementId,zones
8082,508
8086,508
8087,508
8089,508
8090,508
8092,507
8094,508
8097,508
8098,508
8099,504
8100,504
8101,504
8103,504
8104,504
8105,504
8106,504
8107,504
8108,504
8109,504
8110,504
8111,504
8112,504
8114,504
8115,504
8116,504
8117,504
8118,504
8119,504
8120,504
8121,504
8123,507
8205,418
8206,418
8208,504
8209,504
8210,504
8212,504
8220,"388, 422, 424"
8221,"388, 422, 424"
8222,"388, 422, 424"
8223,"388, 422, 424"
8224,"388, 422, 424"
8225,"388, 422, 424"
8226,"388, 422, 424"
8227,"388, 422, 424"
8228,"388, 422, 424"
8229,"388, 422, 424"
8230,"388, 422, 424"
8231,"388, 422, 424"
8232,"388, 422, 424"
8233,"388, 422, 424"
8234,"388, 422, 424"
8235,"388, 422, 424"
8238,508
8246,474
8248,456
8249,508
8260,508
8293,"332, 334, 350"
8294,522
8295,522
8310,447
8311,481
8314,524
8315,524
8317,520
8318,520
8319,520
8327,522
8331,519
8332,519
8333,519
8335,500
8336,500
8337,500
8338,500
8339,500
8340,500
8342,500
8343,500
8347,524
8348,"1, 10, 12, 13, 23, 26, 32, 36, 37, 42, 47, 49, 50, 51, 52, 63, 64, 65, 66, 69, 70, 77, 80, 83, 100, 101, 102, 104, 107, 111, 113, 115, 117, 118, 121, 127, 198, 199, 207, 210, 224, 241, 249, 371, 376, 379, 388, 390, 418, 422, 424"
8350,519
8351,519
8354,519
8355,519
8358,519
8359,519
8360,519
8364,524
8366,524
8368,481
8398,556
8399,556
8400,556
8401,556
8430,429
8431,439
8432,443
8433,453
8434,437
8436,431
8437,435
8438,476
8439,457
8448,556
8453,556
8458,556
8459,556
8461,556
8462,556
8463,556
8465,556
8466,556
8467,556
8468,556
8469,556
8470,556
8471,556
8472,556
8478,556
8479,556
8480,556
8481,556
8482,556
8486,480
8487,480
8488,480
8491,480
8492,480
8493,480
8496,480
8497,480
8498,480
8501,480
8502,480
8503,480
8504,480
8505,480
8506,480
8507,480
8508,480
8509,480
8520,556
8521,556
8527,556
8528,556
8529,556
8530,556
8531,556
8532,556
8533,554
8535,554
8536,556
8537,556
8538,556
8543,556
8671,525
8679,556
8680,556
8697,480
8812,480
8843,601
8844,601
8845,539
8871,601
8872,601
8873,601
8874,601
8875,573
8876,573
8877,573
8878,573
8879,593
8880,593
8881,593
8882,593
8883,574
8884,574
8885,574
8886,574
8887,606
8888,606
8889,606
8890,606
8891,616
8892,616
8893,616
8894,616
8919,535
8920,535
8921,572
8922,572
8923,543
8924,543
8925,542
8926,542
8927,550
8928,550
8929,596
8930,596
8932,596
8935,"525, 535, 539, 542, 543, 550, 572"
8937,525
8938,539
8939,543
8940,535
8941,542
8942,550
8947,610
8948,610
8949,610
8952,596
8956,596
8958,610
8960,610
8961,610
8962,610
8963,610
8964,610
8965,610
8966,596
8967,596
8968,596
8969,596
8970,596
8971,596
8972,596
8973,596
8974,610
8975,610
8976,610
8977,610
8978,596
8979,596
8980,596
8981,596
8982,596
8983,596
8984,596
8986,610
8987,610
8988,610
8989,596
8990,596
8991,596
8992,596
8993,573
8997,595
8998,595
8999,595
9000,595
9001,620
9002,620
9003,620
9004,620
9005,573
9007,606
9008,573
9016,339
9017,620
9018,574
9023,593
9024,606
9025,574
9026,574
9033,601
9034,601
9035,601
9036,601
9037,573
9038,595
9039,593
9041,574
9042,616
9043,606
9044,620
9045,616
9046,573
9047,595
9049,593
9052,606
9053,620
9054,574
9055,616
9056,616
9057,616
9058,616
9072,542
9081,595
9082,595
9083,595
9102,588
9103,588
9104,588
9105,588
9106,588
9168,500
9169,500
9170,500
9171,500
9172,500
9173,500
9174,500
9175,500
9176,500
9177,500
9214,588
9215,588
9216,588
9217,588
9218,588
9219,588
9220,588
9222,588
9223,620
9224,588
9225,588
9228,588
9250,407
9251,407
9252,407
9256,588
9257,588
9400,543
9401,543
9402,543
9408,588
9410,"525, 539, 550"
9411,"535, 543, 550"
9412,542
9413,"525, 539, 550"
9414,"535, 543, 550"
9415,542
9423,543
9425,542
9432,539
9433,539
9434,539
9435,539
9436,539
9437,539
9441,610
9442,610
9443,596
9444,596
9469,542
9470,539
9471,525
9472,550
9473,588
9474,588
9475,543
9476,535
9477,"525, 534, 535, 539, 542, 543, 550, 572"
9478,"525, 534, 535, 539, 542, 543, 550, 572"
9479,539
9481,539
9483,539
9486,535
9491,"539, 550, 572"
9492,"539, 550, 572"
9493,620
9528,539
9529,525
9530,525
9531,525
9533,525
9534,525
9535,525
9536,525
9537,525
9541,550
9548,550
9550,232
9551,593
9552,593
9562,"525, 535, 539, 542, 543, 550, 572"
9564,"525, 535, 539, 542, 543, 550, 572"
9571,550
9572,480
9573,480
9574,480
9575,480
9576,480
9577,480
9578,480
9579,480
9580,480
9581,480
9582,480
9583,480
9584,480
9585,480
9586,480
9587,480
9588,480
9589,480
9590,480
9597,480
9600,542
9601,542
9602,539
9605,542
9606,525
9607,543
9610,550
9612,542
9613,542
9615,550
9617,550
9618,17
9620,573
9621,595
9622,593
9623,601
9624,620
9625,606
9626,574
9627,616
9632,535
9633,535
9634,535
9635,535
9636,535
9637,535
9638,535
9654,543
9655,543
9656,543
9658,543
9659,543
9663,543
9667,543
9674,535
9678,543
9680,661
9710,525
9711,525
9714,588
9715,588
9726,"525, 535, 539, 542, 543, 550, 572"
9727,"525, 535, 539, 542, 543, 550, 572"
9728,"525, 535, 539, 542, 543, 550, 572"
9755,407
9756,407
9759,407
9760,407
9761,407
9764,407
9766,407
9769,407
9770,407
9780,407
9781,407
9783,407
9785,407
9786,407
9787,407
9790,407
9792,407
9793,407
9794,407
9795,407
9797,407
9799,407
9800,407
9801,407
9803,407
9805,407
9806,407
9807,407
9809,407
9811,407
9812,407
9813,407
9815,407
9817,407
9819,407
9824,"329, 335, 339"
9833,"535, 539, 542, 543, 550, 572"
9885,407
9894,407
9923,"525, 535, 542, 543, 550, 572"
9924,"1, 17, 22, 23, 25, 36, 37, 47, 48, 52, 56, 69, 71, 78, 80, 81, 84, 100, 109, 111, 115, 117, 123, 127, 162, 186, 198, 201, 207, 210, 248, 291, 297, 350, 376, 379, 390, 418, 539, 550, 593"
9972,661
9979,661
9983,407
9988,661
9989,661
10010,437
10011,457
10012,661
10013,661
10018,"525, 535, 539, 542, 543, 550, 572"
10019,661
10020,661
10023,661
10024,661
10025,661
10026,661
10027,661
10030,661
10032,661
10033,661
10034,661
10035,661
10037,661
10038,661
10039,661
10040,661
10041,661
10042,661
10043,661
10044,661
10045,661
10053,"535, 542, 543, 550, 572"
10054,661
10057,661
10059,650
10061,534
10067,534
10068,534
10069,534
10070,534
10071,534
10072,534
10073,661
10074,534
10075,534
10076,573
10079,595
10080,593
10081,601
10082,606
10083,620
10084,574
10085,616
10086,661
10087,661
10253,661
10259,534
10260,534
10261,534
10262,534
10265,534
10334,534
10348,"525, 535, 539, 542, 543, 550, 572"
10349,534
10350,534
10398,650
10411,706
10412,706
10413,706
10456,713
10457,713
10458,713
10459,"24, 626, 647, 695, 702, 709, 715, 717, 719, 726, 734, 739"
10460,"24, 626, 647, 695, 702, 709, 715, 717, 719, 726, 734, 739"
10461,"24, 626, 647, 695, 702, 709, 715, 717, 719, 726, 734, 739"
10542,703
10543,703
10544,703
10553,732
10554,732
10555,777
10575,764
10585,627
10586,627
10610,761
10611,761
10617,680
10626,650
10627,634
10663,777
10665,630
10666,641
10667,650
10668,634
10669,680
10672,"619, 630, 634, 641, 650, 680"
10678,764
10679,710
10680,710
10696,764
10697,764
10698,641
10699,764
10704,764
10706,"24, 626, 647, 695, 702, 709, 715, 717, 719, 726, 734, 739"
10707,710
10709,751
10710,751
10711,751
10742,764
10743,"24, 626, 647, 695, 702, 709, 715, 717, 719, 726, 734, 739"
10745,"24, 626, 647, 695, 702, 709, 715, 717, 719, 726, 734, 739"
10746,"24, 626, 647, 695, 702, 709, 715, 717, 719, 726, 734, 739"
10747,"24, 626, 647, 695, 702, 709, 715, 717, 719, 726, 734, 739"
10748,"24, 626, 647, 695, 702, 709, 715, 717, 719, 726, 734, 739"
10749,"24, 626, 647, 695, 702, 709, 715, 717, 719, 726, 734, 739"
10750,"24, 626, 647, 695, 702, 709, 715, 717, 719, 726, 734, 739"
10753,777
10754,764
10755,777
10756,680
10763,630
10766,733
10769,733
10770,627
10771,777
10772,777
10773,749
10774,650
10775,749
10776,749
10778,680
10780,713
10781,713
10782,713
10783,733
10784,733
10785,733
10786,703
10788,703
10789,703
10790,634
10793,634
10795,731
10796,731
10797,731
10798,732
10799,732
10800,732
10801,710
10802,710
10803,710
10804,751
10805,751
10806,751
10807,706
10808,706
10809,706
10813,749
10816,761
10817,764
10818,777
10819,777
10820,777
10821,777
10822,777
10823,777
10824,777
10825,777
10826,777
10827,777
10829,764
10830,777
10837,764
10838,764
10839,764
10840,764
10842,764
10843,764
10844,764
10845,764
10846,764
10847,764
10848,764
10849,764
10850,764
10851,764
10852,"24, 626, 647, 695, 702, 709, 715, 717, 719, 726, 734, 739"
10853,"24, 626, 647, 695, 702, 709, 715, 717, 719, 726, 734, 739"
10875,731
10877,"619, 630, 634, 641, 650, 680"
10994,"24, 626, 647, 695, 702, 709, 715, 717, 719, 726, 734, 739"
10996,731
11065,"84, 85"
11066,627
11124,680
11125,680
11133,680
11135,"24, 626, 647, 695, 702, 709, 715, 717, 719, 726, 734, 739"
11136,"24, 626, 647, 695, 702, 709, 715, 717, 719, 726, 734, 739"
11137,"24, 626, 647, 695, 702, 709, 715, 717, 719, 726, 734, 739"
11144,"24, 626, 647, 695, 702, 709, 715, 717, 719, 726, 734, 739"
11157,"619, 630, 634, 641, 650, 680"
11159,"619, 630, 634, 641, 650, 680"
11160,"619, 630, 634, 641, 650, 680"
11162,"1663, 1666, 1669, 1674, 1675, 1677, 1683, 1692"
11163,"703, 706, 710, 713, 731, 732, 733, 751"
11164,"703, 706, 710, 713, 731, 732, 733, 751"
11171,"24, 626, 647, 695, 702, 709, 715, 717, 719, 726, 734, 739"
11173,"24, 626, 647, 695, 702, 709, 715, 717, 719, 726, 734, 739"
11175,630
11178,634
11180,"764, 777"
11181,"703, 706, 710, 713, 731, 733, 749, 751, 761"
11183,"1663, 1666, 1669, 1674, 1675, 1677, 1683, 1692"
11184,"1663, 1666, 1669, 1674, 1675, 1677, 1683, 1692"
11185,"1663, 1666, 1669, 1674, 1675, 1677, 1683, 1692"
11186,"619, 630, 634, 641, 650"
11188,"619, 630, 634, 641, 650, 680"
11189,"619, 630, 634, 641, 650, 680"
11190,"619, 630, 634, 641, 650, 680"
11191,777
11192,764
11194,777
11195,764
11200,"10, 25, 27, 52, 71, 76"
11201,"10, 25, 27, 52, 71, 76"
11212,"24, 626, 647, 695, 702, 709, 715, 717, 719, 726, 734, 739"
11213,"24, 626, 647, 695, 702, 709, 715, 717, 719, 726, 734, 739"
11214,"24, 626, 647, 695, 702, 709, 715, 717, 719, 726, 734, 739"
11215,"24, 626, 647, 695, 702, 709, 715, 717, 719, 726, 734, 739"
11216,"24, 626, 647, 695, 702, 709, 715, 717, 719, 726, 734, 739"
11217,"24, 626, 647, 695, 702, 709, 715, 717, 719, 726, 734, 739"
11218,"24, 626, 647, 695, 702, 709, 715, 717, 719, 726, 734, 739"
11219,"24, 626, 647, 695, 702, 709, 715, 717, 719, 726, 734, 739"
11220,"24, 626, 647, 695, 702, 709, 715, 717, 719, 726, 734, 739"
11221,"24, 626, 647, 695, 702, 709, 715, 717, 719, 726, 734, 739"
11222,"24, 626, 647, 695, 702, 709, 715, 717, 719, 726, 734, 739"
11223,"24, 626, 647, 695, 702, 709, 715, 717, 719, 726, 734, 739"
11232,634
11240,"42, 539, 710"
11256,630
11257,650
11258,641
11259,634
11260,680
11261,630
11262,641
11263,634
11264,650
11265,680
11296,"36, 77, 78, 81, 83, 232, 248"
11297,"17, 23, 232"
11298,"24, 626, 647, 695, 702, 709, 715, 717, 719, 726, 734, 739"
11320,"147, 172, 186"
11335,809
11337,806
11338,809
11340,680
11377,806
11386,806
11387,806
11394,806
11396,806
11397,806
11398,806
11426,806
11427,"634, 650, 680"
11429,809
11430,809
11431,809
11432,809
11433,809
11446,"619, 630, 634, 641, 646, 650, 680"
11474,"619, 630, 634, 641, 650"
11475,630
11476,634
11477,641
11478,650
11543,646
11544,"619, 630, 634, 641, 650"
11545,646
11546,646
11558,500
11559,500
11560,500
11561,500
11563,500
11564,500
11565,500
11566,500
11567,500
11570,500
11572,500
11573,500
11580,806
11581,806
11607,646
11609,"24, 626, 647, 695, 702, 709, 715, 717, 719, 726, 734, 739"
11610,"24, 626, 647, 695, 702, 709, 715, 717, 719, 726, 734, 739"
11611,"24, 626, 647, 695, 702, 709, 715, 717, 719, 726, 734, 739"
11612,"24, 626, 647, 695, 702, 709, 715, 717, 719, 726, 734, 739"
11628,764
11631,661
11652,"619, 630, 634, 641, 646, 650, 680"
11653,"619, 630, 634, 641, 646, 650, 680"
11674,850
11675,850
11676,850
11681,646
11683,850
11696,850
11699,850
11700,845
11701,845
11702,845
11703,845
11724,850
11731,646
11732,646
11735,646
11736,646
11737,646
11738,646
11740,596
11741,232
11742,287
11743,319
11746,"330, 331, 350"
11747,332
11748,339
11749,335
11750,162
11751,147
11752,172
11753,186
11754,"285, 294"
11755,367
11756,409
11757,"456, 474"
11758,508
11759,556
11760,850
11762,806
11763,850
11765,279
11767,850
11768,845
11769,845
11770,850
11772,"24, 626, 647, 695, 702, 709, 715, 717, 719, 726, 734, 739"
11773,850
11774,850
11775,850
11776,850
11777,850
11778,850
11779,850
11780,850
11781,850
11786,646
11787,850
11788,850
11789,850
11790,850
11796,646
11802,646
11841,646
11846,"619, 646"
11856,291
11861,862
11868,863
11869,339
11874,850
11875,850
11915,909
11918,407
11919,407
11920,407
11921,407
11928,909
11929,809
11930,909
11941,115
11948,909
11949,909
11987,909
11988,909
11989,909
11990,909
11991,909
11992,909
11993,909
11994,909
11995,909
11996,909
11997,909
11998,909
11999,909
12000,909
12001,909
12002,909
12004,903
12005,903
12007,903
12008,903
12009,903
12020,909
12026,"830, 921"
12028,"830, 921"
12030,909
12046,909
12065,909
12066,"830, 921"
12067,909
12069,"830, 921"
12071,"24, 626, 647, 695, 702, 709, 715, 717, 719, 726, 734, 739"
12072,"24, 626, 647, 695, 702, 709, 715, 717, 719, 726, 734, 739"
12073,"830, 921"
12074,"830, 921"
12076,"830, 921"
12077,"830, 921"
12078,"830, 921"
12079,"285, 294, 328, 367, 409"
12081,"830, 921"
12083,"830, 921"
12084,"830, 921"
12087,895
12101,"830, 921"
12102,"830, 921"
12103,"830, 921"
12104,"830, 921"
12110,909
12111,909
12129,909
12257,909
12270,934
12272,934
12273,934
12292,650
12297,147
12302,147
12309,147
12310,147
12311,147
12312,147
12313,147
12314,147
12315,147
12316,147
12317,147
12318,147
12319,147
12320,147
12321,147
12322,147
12323,147
12324,147
12325,147
12326,147
12327,147
12328,147
12329,147
12330,147
12332,147
12333,147
12334,147
12335,147
12336,147
12337,147
12338,147
12339,147
12340,147
12341,147
12342,147
12343,147
12344,147
12345,147
12346,147
12347,147
12348,147
12349,147
12350,147
12351,147
12352,147
12360,147
12361,147
12362,147
12363,147
12364,147
12365,147
12366,147
12367,147
12368,147
12369,147
12372,147
12373,147
12384,147
12385,147
12386,147
12387,147
12388,147
12395,147
12396,147
12397,147
12398,147
12399,147
12400,147
12404,907
12405,907
12406,907
12407,907
12408,907
12409,907
12410,907
12411,907
12412,907
12416,627
12429,56
12430,47
12431,627
12439,627
12455,"47, 52"
12456,"48, 56"
12457,974
12462,974
12473,895
12478,864
12479,"862, 863, 864, 875, 1164"
12480,862
12481,862
12482,"862, 863, 864, 875"
12483,1015
12484,1015
12488,1015
12489,"1015, 1162"
12490,1015
12495,1015
12496,942
12497,896
12498,1041
12499,1041
12500,1041
12501,1041
12502,1041
12503,1038
12504,1038
12505,1038
12506,1038
12507,1038
12508,1038
12509,"876, 895, 896, 942, 1164"
12510,"862, 863, 864, 875, 1161"
12521,1148
12522,1148
12523,1148
12524,1148
12526,1148
12527,1148
12529,1148
12530,1148
12531,1148
12532,1148
12533,1148
12535,1148
12536,1148
12548,936
12549,1041
12550,936
12551,1148
12555,875
12556,895
12557,896
12558,942
12559,862
12560,864
12561,863
12571,"862, 863, 864, 875, 876, 895, 896, 942, 1355, 1462"
12572,"62, 862, 863, 864, 875, 876, 895, 896, 942, 1355"
12573,"862, 863, 864, 875, 876, 895, 896, 942, 1355, 1462"
12574,863
12575,862
12576,864
12577,895
12578,942
12579,896
12582,876
12587,"862, 863, 864, 875, 876, 895, 896, 942"
12588,863
12593,"876, 895, 896, 942, 1161"
12600,1039
12601,1039
12602,1039
12604,"862, 863, 864, 875, 876, 895, 896, 942, 1355, 1462"
12605,"862, 863, 864, 875, 876, 895, 896, 942, 1355, 1462"
12614,862
12719,862
12721,1004
12722,1004
12723,1004
12726,1162
12727,1162
12738,"1161, 1164"
12739,"1161, 1164"
12740,"1161, 1164"
12741,"1161, 1164"
12771,863
12772,1148
12806,1148
12807,"934, 936, 974, 1004, 1010, 1015, 1038, 1039, 1041, 1162"
12812,"934, 936, 974, 1004, 1010, 1015, 1038, 1039, 1041, 1162"
12823,1148
12824,934
12825,934
12826,934
12828,1148
12830,1148
12831,936
12832,936
12833,936
12835,1039
12836,1148
12837,1039
12838,1039
12840,974
12841,974
12842,974
12844,1010
12845,1010
12846,1010
12847,1162
12848,1004
12849,864
12851,862
12852,895
12853,942
12854,1010
12855,1010
12867,"1161, 1164"
12869,"1161, 1164"
12870,"1161, 1164"
12872,"1161, 1164"
12891,"876, 895, 896, 942, 1161"
12896,"1161, 1164"
12898,"1161, 1164"
12899,"1161, 1164"
12918,1473
12937,1148
12938,1148
12939,895
12940,942
12941,896
12942,863
12943,864
12944,862
12947,"862, 863, 864, 875, 876, 895, 896, 942"
12948,863
12949,864
12950,862
12951,895
12952,896
12953,942
12954,895
12955,"862, 863, 864, 875, 876, 895, 896, 942"
12956,"862, 863, 864, 875, 876, 895, 896, 942"
12957,862
12988,"862, 863, 864, 875, 876, 895, 896, 942"
12989,"862, 863, 864, 875, 876, 895, 896, 942"
12991,1148
12995,896
12997,"876, 895, 896, 942, 1161"
12998,936
13009,864
13011,864
13014,864
13016,864
13017,864
13018,864
13020,862
13021,863
13022,863
13023,863
13024,863
13025,863
13026,863
13027,"862, 863, 864, 875"
13028,863
13029,"862, 863, 864, 875"
13030,862
13035,862
13036,"862, 863, 864, 875, 1164"
13038,862
13039,862
13041,864
13042,942
13045,942
13046,942
13047,942
13048,"862, 863"
13049,895
13050,895
13051,942
13053,942
13054,942
13056,"1161, 1164"
13057,895
13058,895
13059,895
13060,895
13061,"876, 895, 896, 942, 1161"
13062,942
13064,896
13075,"934, 936, 974, 1004, 1010, 1015, 1038, 1039, 1041, 1162"
13079,"934, 936, 974, 1004, 1010, 1015, 1038, 1039, 1041, 1162"
13080,"934, 936, 974, 1004, 1010, 1015, 1038, 1039, 1041, 1162"
13082,896
13083,896
13087,896
13094,896
13144,"862, 863, 864, 875, 876, 895, 896, 942"
13186,500
13188,500
13189,500
13190,500
13191,500
13192,500
13194,500
13250,"862, 863, 864, 875, 876, 895, 896, 942, 1355, 1462"
13251,876
13263,875
13269,226
13283,"862, 863, 864, 875, 876, 895, 896, 942"
13284,"862, 863, 864, 875, 876, 895, 896, 942"
13285,895
13286,1352
13287,1352
13288,1352
13289,1352
13290,1352
13291,1352
13292,1352
13293,1352
13294,"862, 863, 864, 875, 1164"
13295,1352
13298,1352
13299,1352
13300,1352
13311,1352
13312,1352
13313,1352
13314,1352
13315,1352
13316,1352
13317,"862, 863, 864, 875, 876, 895, 896, 942"
13322,1352
13323,1352
13325,1352
13345,1352
13383,1352
13384,"876, 895, 1161"
13385,1352
13387,"862, 863, 864, 875, 876, 895, 896, 942"
13388,"862, 863, 864, 875, 876, 895, 896, 942"
13401,1352
13402,"862, 863, 864, 875, 876, 895, 896, 942"
13403,"862, 863, 864, 875, 876, 895, 896, 942"
13410,1352
13414,1345
13416,1345
13417,1345
13418,1345
13419,1345
13425,1352
13426,863
13429,"863, 875, 876, 942"
13430,1352
13431,1352
13437,864
13438,862
13439,862
13440,862
13441,862
13448,"934, 936, 974, 1004, 1010, 1015, 1038, 1039, 1041, 1162"
13449,"934, 936, 974, 1004, 1010, 1015, 1038, 1039, 1041, 1162"
13466,"862, 863, 875, 876, 895, 1164"
13467,"876, 895, 1161"
13470,1462
13472,1462
13473,1462
13474,1462
13475,1462
13476,1462
13477,1462
13478,1462
13479,1462
13482,1462
13501,1345
13506,1345
13512,"862, 863, 864, 875, 876, 895, 896, 942"
13513,1462
13517,"862, 863, 864, 875, 876, 895, 896, 942, 1161, 1164"
13541,1462
13542,862
13545,1490
13549,1355
13553,1462
13555,1462
13556,1462
13557,1462
13558,1355
13559,1355
13568,1355
13569,1355
13570,1462
13571,1512
13572,1473
13573,862
13624,1490
13627,317
13628,1512
13629,1512
13633,1512
13635,1355
13638,1355
13645,1355
13684,1512
13686,1462
13687,1512
13690,1355
13691,1355
13692,1355
13696,1462
13698,1490
13699,1355
13700,1462
13704,1355
13706,1490
13707,1355
13708,1462
13709,1355
13710,1355
13711,1355
13712,1355
13713,1355
13716,1512
13718,1512
13719,1512
13720,1355
13722,1355
13723,1490
13724,1512
13725,1512
13726,1512
13727,1512
13728,1512
13729,1512
13730,1512
13731,1512
13732,1512
13733,1512
13743,1355
13744,1355
13745,1355
13746,1355
13747,1355
13748,1355
13749,1355
13750,1355
13751,1355
13752,1355
13753,1355
13754,1355
13755,1355
13756,1355
13757,1355
13758,1355
13759,1355
13760,1355
13761,1355
13762,1355
13763,1355
13764,1355
13765,1355
13766,317
13767,1512
13768,1512
13769,1473
13770,1473
13771,1473
13772,1473
13773,1473
13775,1473
13776,1462
13777,1473
13779,1473
13780,"934, 936, 974, 1004, 1010, 1015, 1038, 1039, 1041, 1162"
13781,"934, 936, 974, 1004, 1010, 1015, 1038, 1039, 1041, 1162"
13784,1512
13785,1512
13789,1490
13790,1462
13791,1462
13836,1355
13878,1525
13924,"875, 876"
13925,"875, 876"
13928,91
13930,91
13990,1580
13994,"1469, 1473"
13998,1473
13999,1580
14008,1580
14019,1580
14020,242
14021,"226, 242, 279, 291, 317"
14023,1580
14024,1580
14026,1580
14037,1580
14038,1580
14041,1580
14043,1580
14044,1580
14045,1580
14046,1580
14048,1580
14049,1580
14050,1580
14051,1580
14052,1580
14054,1580
14055,1580
14058,1580
14060,"1469, 1473"
14061,"1469, 1473"
14062,"1469, 1473"
14063,"1469, 1473"
14064,"1469, 1473"
14065,"1469, 1473"
14066,"1469, 1473"
14067,"1469, 1473"
14068,1580
14069,1580
14139,1580
14140,"1469, 1473"
14143,"1469, 1473"
14144,"934, 936, 974, 1004, 1010, 1015, 1038, 1039, 1041, 1162, 1490"
14145,"934, 936, 974, 1004, 1010, 1015, 1038, 1039, 1041, 1162, 1490"
14146,1580
14147,1580
14148,1580
14153,1527
14154,1530
14155,1527
14156,1530
14157,"875, 876"
14158,"1527, 1530"
14159,"1527, 1530"
14160,"1527, 1530"
14161,"1527, 1530"
14162,"1469, 1473"
14164,1565
14165,"1469, 1473"
14166,"1469, 1473"
14167,"1469, 1473"
14168,"1469, 1473"
14169,"1469, 1473"
14170,"1469, 1473"
14171,"1469, 1473"
14172,"1469, 1473"
14173,"1469, 1473"
14175,519
14183,"875, 876"
14186,519
14187,519
14188,519
14193,1580
14194,1580
14195,1580
14196,1580
14197,1675
14198,1675
14199,1675
14206,1536
14233,1525
14272,1525
14273,1525
14274,1525
14276,1525
14277,1525
14280,"1525, 1533, 1536, 1550, 1565"
14281,1533
14284,1663
14285,1666
14286,1675
14289,1675
14290,1675
14291,1669
14292,1674
14293,1735
14294,1735
14295,1666
14296,1674
14297,1683
14303,1533
14304,1565
14305,1536
14306,1525
14307,1533
14308,1536
14309,1565
14310,1525
14311,1533
14312,1536
14313,1565
14314,1525
14315,"1525, 1533, 1536, 1550, 1565"
14320,1666
14322,"1663, 1666, 1669, 1674, 1675, 1677, 1683, 1692"
14323,1692
14324,1692
14325,1692
14326,1692
14327,1692
14331,1692
14334,1543
14335,1533
14336,1536
14337,1565
14338,1525
14339,1533
14347,1674
14352,1663
14353,1565
14354,1677
14355,1735
14356,1735
14357,1735
14358,1735
14359,1735
14360,1735
14361,1735
14362,1735
14363,1735
14364,1735
14365,1735
14366,1666
14367,1666
14368,1666
14369,1674
14370,1663
14371,1669
14372,1683
14373,1677
14374,1677
14375,1669
14376,1735
14408,1677
14409,1677
14410,1663
14411,1663
14412,1669
14413,1669
14414,1674
14415,1674
14416,1683
14417,1683
14418,"1663, 1666, 1669, 1674, 1675, 1677, 1683, 1692"
14460,1735
14461,1735
14463,1618
14468,1618
14469,1618
14470,1618
14471,1618
14472,1618
14473,1618
14478,1618
14483,1618
14488,1618
14493,1618
14498,1618
14499,1618
14500,1618
14501,1618
14502,"1707, 1711"
14503,1669
14504,1565
14505,1565
14506,1565
14507,1565
14508,1565
14509,1565
14510,1565
14511,1565
14512,1525
14513,1536
14514,1533
14515,"1525, 1533, 1536, 1550, 1565"
14516,"1525, 1533, 1536, 1550, 1565"
14519,"1525, 1533, 1536, 1550, 1565"
14523,1735
14524,1735
14525,1735
14531,"1663, 1666, 1669, 1674, 1675, 1677, 1683, 1692"
14532,"1663, 1666, 1669, 1674, 1675, 1677, 1683, 1692"
14533,1683
14567,1663
14568,1618
14569,1618
14570,1618
14606,1677
14607,1683
14608,1735
14610,1735
14614,1735
14617,1735
14619,1735
14626,1536
14627,"1698, 1699, 1701, 1707"
14628,"1698, 1699, 1701, 1707"
14629,"1698, 1699, 1701, 1707"
14630,"1698, 1699, 1701, 1707"
14631,"1698, 1699, 1701, 1707"
14632,"1698, 1699, 1701, 1707"
14633,"1698, 1699, 1701, 1707"
14634,1536
14636,"1698, 1699, 1701, 1707"
14637,"1698, 1699, 1701, 1707"
14638,"1698, 1699, 1701, 1707"
14639,"1698, 1699, 1701, 1707"
14656,1543
14658,1543
14659,1543
14660,1543
14663,1543
14670,"1662, 1701"
14671,1565
14672,1565
14675,"1662, 1701"
14676,"1662, 1701"
14677,"1662, 1701"
14678,"1644, 1699"
14679,"1644, 1699"
14680,"1644, 1699"
14681,"1644, 1699"
14682,"1644, 1699"
14683,"1644, 1699"
14684,1698
14715,1735
14717,1735
14718,1735
14721,1536
14723,"1644, 1699"
14724,"1644, 1699"
14725,"1644, 1699"
14726,"1644, 1699"
14727,"1644, 1699"
14728,"525, 535, 539, 542, 543, 550, 572"
14729,"619, 630, 634, 641, 650, 680"
14730,"862, 863, 864, 875, 876, 895, 896, 942"
14731,"1525, 1533, 1536, 1550, 1565"
14733,1533
14734,1533
14735,1533
14737,1533
14738,1543
14741,1533
14742,1543
14743,1543
14744,1543
14745,1543
14746,1543
14747,1543
14748,1698
14749,"1644, 1699"
14750,118
14751,1698
14752,1698
14753,1698
14754,1618
14755,1618
14758,"1525, 1533, 1536, 1550, 1565"
14759,1618
14760,1618
14761,1543
14762,1533
14763,1698
14764,1698
14765,1525
14766,1525
14767,1533
14768,1533
14769,1525
14770,1525
14771,1525
14772,1525
14773,1618
14774,1565
14775,"1662, 1701"
14776,1618
14777,"1698, 1699, 1701, 1707"
14778,1618
14779,1565
14780,"1662, 1701"
14788,1565
14789,"1662, 1701"
14790,"1698, 1699, 1701, 1707"
14791,1565
14795,1618
14798,1525
14799,1536
14800,1565
14801,1533
14802,1536
14808,1618
14809,1618
14810,1618
14815,84
14817,85
14825,"1525, 1533, 1536, 1550, 1565"
14833,1698
14834,"1698, 1699, 1701, 1707"
14835,"1698, 1699, 1701, 1707"
14836,"1698, 1699, 1701, 1707"
14837,"1698, 1699, 1701, 1707"
